name,providerCode,phoneNumber,address,streetAddress1,streetAddress2,city,state,zipCode,country,status,latitude,longitude,createdAt,updatedAt
She's Got The Look,shes-got-the-look,412-375-7103,"1009 Beaver Grade Road , Suite 220, Moon Township, PA, 15108, USA",1009 Beaver Grade Road ,Suite 220,Moon Township,PA,15108,USA,Active,40.5044939,-80.20499939999999,2025-10-18T00:02:12.000Z,2025-10-18T00:02:12.000Z
TLH Medspa,tlh-medspa,8509015740,"2810 Remington Green Cir, Tallahassee, FL, 32308, USA",2810 Remington Green Cir,,Tallahassee,FL,32308,USA,Active,30.4917455,-84.24318439999999,2025-10-18T00:02:12.000Z,2025-10-18T00:02:12.000Z
Cultskin by Jenn,cultskin-by-jenn,504-336-1289,"3701 Magazine St , Suite 1A, New Orleans, LA, 70115, USA",3701 Magazine St ,Suite 1A,New Orleans,LA,70115,USA,Active,29.921775,-90.0934599,2025-10-18T00:02:13.000Z,2025-10-18T00:02:13.000Z
Bliss Esthetics LLC,bliss-esthetics-llc,(808) 462-1220,"803 Kamehameha Highway , Suites 403, Pearl City, HI, 96782, USA",803 Kamehameha Highway ,Suites 403,Pearl City,HI,96782,USA,Active,21.3925339,-157.9677003,2025-10-18T00:02:13.000Z,2025-10-18T00:02:13.000Z
Derma Medical Spa,derma-medical-spa,253-640-6139,"3025 Limited Ln NW, Olympia, WA, 98502, USA",3025 Limited Ln NW,,Olympia,WA,98502,USA,Active,47.0487782,-122.9407795,2025-10-18T00:02:13.000Z,2025-10-18T00:02:13.000Z
Alice Khalkad,alice-khalkad,7186744863,"3 2nd Street, Greenvale, NY, 11548, USA",3 2nd Street,,Greenvale,NY,11548,USA,Active,40.80848049999999,-73.6258644,2025-10-18T00:02:14.000Z,2025-10-18T00:02:14.000Z
Mubi Aesthetics,mubi-aesthetics,516-732-5113,"1050 S Cedar Crest Blvd , Suite 104, Allentown, PA, 18103, USA",1050 S Cedar Crest Blvd ,Suite 104,Allentown,PA,18103,USA,Active,40.5733446,-75.51997999999999,2025-10-18T00:02:14.000Z,2025-10-18T00:02:14.000Z
Nkd Skin Aesthetics Lounge - Henderson,nkd-skin-aesthetics-lounge-henderson,(702) 370-2527,"3255 St. Rose Pkwy , #110, Henderson, NV, 89052, USA",3255 St. Rose Pkwy ,#110,Henderson,NV,89052,USA,Active,35.9975939,-115.1252008,2025-10-18T00:02:15.000Z,2025-10-18T00:02:15.000Z
The Rosefinch Spa,the-rosefinch-spa,4047245811,"1604 Dekalb Ave, Atlanta, GA, 30307, USA",1604 Dekalb Ave,,Atlanta,GA,30307,USA,Active,33.7626421,-84.3350082,2025-10-18T00:02:15.000Z,2025-10-18T00:02:15.000Z
Core Nutrition and Wellness LLC,core-nutrition-and-wellness,914-231-5249,"145 Palisade St , Suite 209, Dobbs Ferry, NY, 10522, USA",145 Palisade St ,Suite 209,Dobbs Ferry,NY,10522,USA,Active,41.0167909,-73.87801689999999,2025-10-18T00:02:16.000Z,2025-10-31T18:47:15.000Z
Sai Sei Aesthetics and Wellness,sai-sei-aesthetics-and-wellness,571-487-7473 ,"21430 Cedar Dr. , sutie 214 Studio 131, Sterling, VA, 20264, USA",21430 Cedar Dr. ,sutie 214 Studio 131,Sterling,VA,20264,USA,Active,39.0191224,-77.3782892,2025-10-18T00:02:16.000Z,2025-11-13T01:43:05.000Z
Family First Medical Care,family-first-medical-care,209-522-3362,"1317 Oakdale Rd , Ste 100, Modesto, CA, 95355, USA",1317 Oakdale Rd ,Ste 100,Modesto,CA,95355,USA,Active,37.6626343,-120.9587703,2025-10-18T00:02:16.000Z,2025-10-18T00:02:16.000Z
Taylored Beauty,taylored-beauty,8156210874,"2209 E State St, Rockford, IL, 61104, USA",2209 E State St,,Rockford,IL,61104,USA,Active,42.2667064,-89.0598651,2025-10-18T00:02:17.000Z,2025-10-18T00:02:17.000Z
Wild Beauty Aesthetics,wild-beauty-aesthetics,505-328-2567,"99 E Main St , Suite 110, #25, Franklin, TN, 37064, USA",99 E Main St ,"Suite 110, #25",Franklin,TN,37064,USA,Active,35.9265762,-86.8657588,2025-10-18T00:02:17.000Z,2025-10-18T00:02:17.000Z
Drip Medi Spa,drip-medi-spa,551-580-6509,"15 South Dean Street, Englewood, NJ, 07631, USA",15 South Dean Street,,Englewood,NJ,07631,USA,Active,40.892843,-73.9745073,2025-10-18T00:02:18.000Z,2025-11-11T03:03:59.000Z
Untouched Allure Medical Aesthetics,untouched-allure-medical-aesthetics,6032416371,"24 Chestnut St , Suite 4, Dover, NH, 03820, USA",24 Chestnut St ,Suite 4,Dover,NH,03820,USA,Active,43.1969819,-70.8767015,2025-10-18T00:02:18.000Z,2025-10-18T00:02:18.000Z
Esthetics By Hazel,esthetics-by-hazel,8123220075,"101 W Kirkwood Ave , Suite 237, Bloomington, IN, 47408, USA",101 W Kirkwood Ave ,Suite 237,Bloomington,IN,47408,USA,Active,39.1662878,-86.53414959999999,2025-10-18T00:02:18.000Z,2025-10-18T00:02:18.000Z
Forte Medical Aesthetics,forte-medical-aesthetics,408-723-0125,"6015 Snell Ave, San Jose, CA, 95123, USA",6015 Snell Ave,,San Jose,CA,95123,USA,Active,37.2381356,-121.8312267,2025-10-18T00:02:19.000Z,2025-10-18T00:02:19.000Z
HER Aesthetics Medical Spa,her-aesthetics-medical-spa,(331) 216-1080,"123 W Washington St , Suite 233, Oswego, IL, 60543, USA",123 W Washington St ,Suite 233,Oswego,IL,60543,USA,Active,41.6841076,-88.3546679,2025-10-18T00:02:19.000Z,2025-10-18T00:02:19.000Z
Laser Skin Lounge,laser-skin-lounge,702-799-9807,"7910 W Tropical Pkwy , Suite 110, Las Vegas, NV, 89149, USA",7910 W Tropical Pkwy ,Suite 110,Las Vegas,NV,89149,USA,Active,36.2720965,-115.2676526,2025-10-18T00:02:19.000Z,2025-10-18T00:02:19.000Z
Sanctuary Spa,sanctuary-spa,562-430-3027,"6487 E Pacific Coast Hwy, Long Beach, CA, 90803, USA",6487 E Pacific Coast Hwy,,Long Beach,CA,90803,USA,Active,33.7575016,-118.1080816,2025-10-18T00:02:20.000Z,2025-10-18T00:02:20.000Z
The Spa at Promontory,the-spa-at-promontory,435-333-4210,"6347 Nicklaus Valley Rd, Park City, UT, 84098, USA",6347 Nicklaus Valley Rd,,Park City,UT,84098,USA,Active,40.7218535,-111.4420513,2025-10-18T00:02:20.000Z,2025-10-18T00:02:20.000Z
Allure Skin & Laser,allure-skin-and-laser,916 771-0715,"4080 Cavitt Stallman Road , Suite 100A, Granite Bay, CA, 95746, USA",4080 Cavitt Stallman Road ,Suite 100A,Granite Bay,CA,95746,USA,Active,38.7457785,-121.2235105,2025-10-18T00:02:21.000Z,2025-10-18T00:02:21.000Z
Frontier Dermatology Mill Creek,frontier-dermatology-mill-creek,425-332-7981,"15906 Mill Creek Blvd., Suite 107, Mill Creek, WA, 98012, USA",15906 Mill Creek Blvd.,Suite 107,Mill Creek,WA,98012,USA,Active - Non-accruing,47.8541495,-122.2209375,2025-10-18T00:02:21.000Z,2026-03-12T21:25:38.000Z
SpaMedics,spamedics,2485541114,"6629 Orchard Lake Rd., West Bloomfield, MI, 48322, USA",6629 Orchard Lake Rd.,,West Bloomfield,MI,48322,USA,Active,42.5413936,-83.35925780000001,2025-10-18T00:02:21.000Z,2025-10-18T00:02:21.000Z
Mask'd Aesthetics,maskd-aesthetics,480-665-2175,"7146 E 1st St , Suite 8B, Scottsdale, AZ, 85251, USA",7146 E 1st St ,Suite 8B,Scottsdale,AZ,85251,USA,Active,33.4924701,-111.927161,2025-10-18T00:02:22.000Z,2025-10-18T00:02:22.000Z
Orange Twist - Irvine,orange-twist-irvine,949-335-4662,"8565 Irvine Center Drive, Irvine, CA, 92618, USA",8565 Irvine Center Drive,,Irvine,CA,92618,USA,Active - Non-accruing,33.6458713,-117.7431119,2025-10-18T00:02:22.000Z,2025-10-19T19:26:36.000Z
Atalo Aesthetics,atalo-aesthetics,5139842000,"9309 Montgomery Road, Cincinnati, OH, 45242, USA",9309 Montgomery Road,,Cincinnati,OH,45242,USA,Active,39.2256773,-84.35707579999999,2025-10-18T00:02:23.000Z,2025-10-18T00:02:23.000Z
DNJ Med Boutique,dnj-med-boutique,408-707-0495,"8000 Santa Teresa Blvd , Suite 240, Gilroy, Ca, 95020, USA",8000 Santa Teresa Blvd ,Suite 240,Gilroy,Ca,95020,USA,Active,37.0140553,-121.5988643,2025-10-18T00:02:23.000Z,2025-10-18T00:02:23.000Z
Premier Med Spa,premier-med-spa,773-762-9304,"2071 N Clybourn Ave, Chicago, IL, 60614, USA",2071 N Clybourn Ave,,Chicago,IL,60614,USA,Active,41.9193523,-87.660626,2025-10-18T00:02:23.000Z,2025-10-18T00:02:23.000Z
Blossom Dental,blossom-dental,3869477603,"900 w granada blvd , unit 5, Ormond beach, FL, 32174, USA",900 w granada blvd ,unit 5,Ormond beach,FL,32174,USA,Active,29.2778099,-81.0878891,2025-10-18T00:02:24.000Z,2025-10-18T00:02:24.000Z
Galen Healthcare & Aesthetics,galen-healthcare-and-aesthetics,864-469-5262,"501 C Memorial Drive Extension, Greer, SC, 29651, USA",501 C Memorial Drive Extension,,Greer,SC,29651,USA,Active,34.9510294,-82.23906889999999,2025-10-18T00:02:24.000Z,2025-10-18T00:02:24.000Z
J’adorentina Skin Studio,jadorentina-skin-studio,973-845-8808,"31 Maple St, Summit, NJ, 07901, USA",31 Maple St,,Summit,NJ,07901,USA,Active,40.7175486,-74.3589537,2025-10-18T00:02:24.000Z,2025-10-18T00:02:24.000Z
Omorfia Medical Spa,omorfia-medical-spa,3138464100,"5250 Auto Club Dr. , Suite 280, Dearborn, MI, 48126, USA",5250 Auto Club Dr. ,Suite 280,Dearborn,MI,48126,USA,Active,42.3270381,-83.2201048,2025-10-18T00:02:25.000Z,2025-10-18T00:02:25.000Z
Dulce Aesthetics Medspa,dulce-aesthetics-medspa,352 421 5625,"1830 SE 18th Ave , Suite 2, Ocala, FL, 34471, USA",1830 SE 18th Ave ,Suite 2,Ocala,FL,34471,USA,Active,29.1677206,-82.1142673,2025-10-18T00:02:25.000Z,2025-10-18T00:02:25.000Z
Goddess Aesthetic,goddess-aesthetic,(808) 223-9704,"333 Uluniu st, Kailua, HI, 96734, USA",333 Uluniu st,,Kailua,HI,96734,USA,Active,21.3967367,-157.7424576,2025-10-18T00:02:26.000Z,2025-10-18T00:02:26.000Z
Inspire Skincare,inspire-skincare,617-645-9776,"12 Bonny Lane, North Andover, MA, 01845, USA",12 Bonny Lane,,North Andover,MA,01845,USA,Active,42.7123632,-71.09590899999999,2025-10-18T00:02:26.000Z,2025-10-18T00:02:26.000Z
Intentional Wellness Center,intentional-wellness-center,530-999-4492,"1465 Victor Ave, , Suite A, Redding, CA, 96003, USA","1465 Victor Ave, ",Suite A,Redding,CA,96003,USA,Active,40.5864887,-122.3382661,2025-10-18T00:02:26.000Z,2025-10-18T00:02:26.000Z
Laura Jeannette Aesthetics,laura-jeannette-aesthetics,9782702522,"50 Water St , #139, Newburyport, MA, 01950, USA",50 Water St ,#139,Newburyport,MA,01950,USA,Active,42.81019149999999,-70.86587899999999,2025-10-18T00:02:27.000Z,2025-10-18T00:02:27.000Z
Restoration Medical Aesthetics,restoration-medical-aesthetics,970.396.4856,"5100 W 20th St., , Suite A, Greeley, CO, 80634, USA","5100 W 20th St., ",Suite A,Greeley,CO,80634,USA,Active,40.4066482,-104.7639199,2025-10-18T00:02:27.000Z,2025-10-18T00:02:27.000Z
SKIN BY K,skin-by-k,7079725142,"234 S Main St , #7, Willits, CA, 95490, USA",234 S Main St ,#7,Willits,CA,95490,USA,Active,39.410052,-123.354633,2025-10-18T00:02:27.000Z,2025-10-18T00:02:27.000Z
Skinovatio Med Spa,skinovatio-med-spa,7739102349,"1136 S Delano CT, E202, Chicago, IL, 60605, USA",1136 S Delano CT,E202,Chicago,IL,60605,USA,Active,41.8680396,-87.6329366,2025-10-18T00:02:28.000Z,2025-10-18T00:02:28.000Z
Your Functional Edge,your-functional-edge,339-222-8802,"26202 Oak Ridge Dr. , Suite B-208, The Woodlands, TX, 77380, USA",26202 Oak Ridge Dr. ,Suite B-208,The Woodlands,TX,77380,USA,Active,30.1422481,-95.4478469,2025-10-18T00:02:28.000Z,2025-10-18T00:02:28.000Z
Arcschon Aesthetics,arcschon-aesthetics,602-657-5904,"7316 East Stetson Dr, , Studio #14, Scottsdale, AZ, 85251, USA","7316 East Stetson Dr, ",Studio #14,Scottsdale,AZ,85251,USA,Active,33.4997699,-111.9236974,2025-10-18T00:02:29.000Z,2025-10-18T00:02:29.000Z
208 Med Spa & IV Lounge,208-med-spa-and-iv-lounge,208-408-0976,"125 Commerce Street, McCall, ID, 83638, USA",125 Commerce Street,,McCall,ID,83638,USA,Active,44.8970698,-116.0923288,2025-10-18T00:02:29.000Z,2025-10-18T00:02:29.000Z
Qua Baths & Spa at Caesars Palace,qua-baths-spa-caesars-palace,702-731-7829,"3570 S Las Vegas Blvd, Paradise, NV, 89109, USA",3570 S Las Vegas Blvd,,Paradise,NV,89109,USA,Active - Non-accruing,36.1159646,-115.1769093,2025-10-18T00:02:29.000Z,2025-11-13T01:45:51.000Z
Haven Wellness & Spa,haven-wellness-and-spa,+1 (586) 292-3078,"19539 Mack Ave., Grosse Pointe, MI, 48236, USA",19539 Mack Ave.,,Grosse Pointe,MI,48236,USA,Active,42.4246621,-82.91022439999999,2025-10-18T00:02:30.000Z,2025-10-18T00:02:30.000Z
BT Hair Bar,bt-hair-bar,865-657-5078,"833 Charleston Light, Loudon, TN, 37774, USA",833 Charleston Light,,Loudon,TN,37774,USA,Active,35.7643221,-84.3863208,2025-10-18T00:02:30.000Z,2025-10-18T00:02:30.000Z
Bay Delta Aesthetics,bay-delta-aesthetics,361-800-5109,"321 Texan Trail , Suite 140, Corpus Christi, TX, 78411, USA",321 Texan Trail ,Suite 140,Corpus Christi,TX,78411,USA,Active,27.7560811,-97.38487579999999,2025-10-18T00:02:31.000Z,2025-10-18T00:02:31.000Z
Skinney Medspa,skinney-medspa,917-553-5541,"30 E. 60th Street, NY, NY, 10003, USA",30 E. 60th Street,,NY,NY,10003,USA,Active,40.763742,-73.9701959,2025-10-18T00:02:32.000Z,2025-11-11T03:06:23.000Z
Dahl House Aesthetics,dahl-house-aesthetics,406-454-9450,"500 Country Club Blvd., Great Falls, MT, 59404, USA",500 Country Club Blvd.,,Great Falls,MT,59404,USA,Active,47.4903914,-111.3263617,2025-10-18T00:02:31.000Z,2025-10-18T00:02:31.000Z
Sugar and Skin Seattle,sugar-and-skin-seattle,206-281-9399,"3209 W McGraw St, Seattle, WA, 98199, USA",3209 W McGraw St,,Seattle,WA,98199,USA,Active,47.6393627,-122.3988454,2025-10-18T00:02:32.000Z,2025-10-18T00:02:32.000Z
The Fitz Med Spa,the-fitz-med-spa,,"1656 N Wells. St, Chicago, IL, 60614, USA",1656 N Wells. St,,Chicago,IL,60614,USA,Active,41.912676,-87.6352525,2025-10-18T00:02:32.000Z,2025-10-18T00:02:32.000Z
Adiuvo Aesthetics,adiuvo-aesthetics,415-497-2844,"294 W. Napa St., , Suite 103, Sonoma, CA, 95476, USA","294 W. Napa St., ",Suite 103,Sonoma,CA,95476,USA,Active,38.2926917,-122.4633099,2025-10-18T00:02:33.000Z,2025-10-18T00:02:33.000Z
Southern Iris Aesthetics,southern-iris-aesthetics,865-202-1006,"401 Market Street, Clinton, TN, 37716, USA",401 Market Street,,Clinton,TN,37716,USA,Active,36.1037331,-84.12992899999999,2025-10-18T00:02:33.000Z,2025-10-18T00:02:33.000Z
The Wellnest,the-wellnest,8082072279,"95-1249 Meheula Parkway , #E5, Mililani, HI, 96789, USA",95-1249 Meheula Parkway ,#E5,Mililani,HI,96789,USA,Active,21.4529107,-158.0065092,2025-10-18T00:02:33.000Z,2025-10-18T00:02:33.000Z
At Lash Inc.,at-lash-inc,617-791-2571,"4 High Street, Unit 108, North Andover, MA, 01845, USA","4 High Street, Unit 108",,North Andover,MA,01845,USA,Active,42.7009023,-71.1257663,2025-10-18T00:02:34.000Z,2025-10-18T00:02:34.000Z
Brooke Nix Medical Aesthetics,brooke-nix-medical-aesthetics,865-333-0186,"111 W Broadway Ave., Maryville, TN, 37801, USA",111 W Broadway Ave.,,Maryville,TN,37801,USA,Active,35.7560149,-83.9718011,2025-10-18T00:02:35.000Z,2025-10-18T00:02:35.000Z
Bright Medical Aesthetics,bright-medical-aesthetics,7324829914,"1 Rt. 27, Bldg 1, , Ste 17, Edison, NJ, 08820, USA","1 Rt. 27, Bldg 1, ",Ste 17,Edison,NJ,08820,USA,Active,40.5549376,-74.34568809999999,2025-10-18T00:02:34.000Z,2025-10-18T00:02:34.000Z
Enriched by Elle LLC,enriched-by-elle-llc,(541) 645-3546,"420 Industrial St., Hood River, OR, 97031, USA",420 Industrial St.,,Hood River,OR,97031,USA,Active,45.7106958,-121.5146896,2025-10-18T00:02:35.000Z,2025-10-18T00:02:35.000Z
Hoang Nguyen DO,hoang-nguyen-do,408-708-7053,"2360 McKee Road , #9, San Jose, CA, 95116, USA",2360 McKee Road ,#9,San Jose,CA,95116,USA,Active,37.3663884,-121.8479387,2025-10-18T00:02:35.000Z,2025-10-18T00:02:35.000Z
The Bungalow,the-bungalow,4016629422,"1 Casino Terrace, Newport, RI, 02840, USA",1 Casino Terrace,,Newport,RI,02840,USA,Active,41.4818354,-71.30777859999999,2025-10-18T00:02:36.000Z,2025-10-18T00:02:36.000Z
Unmarked Beauty and Wellness,unmarked-beauty-and-wellness,480-737-1394,"2410 S Gilbert Rd, , Suite 1, Chandler, AZ, 85286, USA","2410 S Gilbert Rd, ",Suite 1,Chandler,AZ,85286,USA,Active,33.2716194,-111.7907625,2025-10-18T00:02:36.000Z,2025-10-18T00:02:36.000Z
VIDA Functional Aesthetics,vida-functional-aesthetics,321-437-9233,"6900 Tavistock Lakes Blvd,  #110, Orlando, FL, 32827, USA",6900 Tavistock Lakes Blvd, #110,Orlando,FL,32827,USA,Active,28.372509,-81.27873980000001,2025-10-18T00:02:36.000Z,2025-10-18T00:02:36.000Z
Ashley Haut Aesthetics,ashley-haut-aesthetics,831-234-2526,"1220A 41st Ave , Studio #11, Capitola, CA, 95010, USA",1220A 41st Ave ,Studio #11,Capitola,CA,95010,USA,Active,36.969686,-121.9640635,2025-10-18T00:02:37.000Z,2025-10-18T00:02:37.000Z
The Louisville Aesthetics,the-louisville-aesthetics,646-469-9492,"9345 Leesgate Rd, Louisville, KY, 40222, USA",9345 Leesgate Rd,,Louisville,KY,40222,USA,Active,38.244753,-85.5802442,2025-10-18T00:02:37.000Z,2025-10-18T00:02:37.000Z
The Spa at Chatham Bars Inn,the-spa-at-chatham-bars-inn,508-945-6907,"297 Shore Road, Chatham, MA, 02633, USA",297 Shore Road,,Chatham,MA,02633,USA,Active - Non-accruing,41.6849731,-69.9523155,2025-10-18T00:02:38.000Z,2025-12-03T23:20:13.000Z
Vanessa Hernandez Skincare,vanessa-hernandez-skincare,310-849-4452,"11677 San Vicente Blvd, , #305, Los Angeles, CA, 90049, USA","11677 San Vicente Blvd, ",#305,Los Angeles,CA,90049,USA,Active,34.0542471,-118.4651397,2025-10-18T00:02:38.000Z,2025-10-18T00:02:38.000Z
Aimee Claire by ACQ Beauty,aimee-claire-by-acq-beauty,(318) 658-5290,"5817 1/2 Kavanaugh Blvd, Little Rock, AR, 72207, USA",5817 1/2 Kavanaugh Blvd,,Little Rock,AR,72207,USA,Active,34.7698917,-92.3391443,2025-10-18T00:02:38.000Z,2025-10-18T00:02:38.000Z
Elle Salon,elle-salon,630-363-1019,"2490 Bushwood Dr. , Elgin, IL, 60124, USA",2490 Bushwood Dr. ,,Elgin,IL,60124,USA,Active,42.0927373,-88.3376704,2025-10-18T00:02:39.000Z,2025-10-18T00:02:39.000Z
Precision Esthetics,precision-esthetics,(828) 764-1188,"114 N. Sterling St., Morganton, NC, 28655, USA",114 N. Sterling St.,,Morganton,NC,28655,USA,Active,35.7460781,-81.68838629999999,2025-10-18T00:02:39.000Z,2025-10-18T00:02:39.000Z
Haven Permanent Cosmetics & Aesthetics,haven-permanent-cosmetics-and-aesthetics,253-509-5359,"5160 Point Fosdick Dr NW , Suite C-100, Gig Harbor, WA, 98335, USA",5160 Point Fosdick Dr NW ,Suite C-100,Gig Harbor,WA,98335,USA,Active,47.3050957,-122.5806853,2025-10-18T00:02:39.000Z,2025-10-18T00:02:39.000Z
Skin & Brows Redefined,skin-and-brows-redefined,678-522-6083,"2100 N. Beltline Blvd A, Columbia, SC, 29204, USA",2100 N. Beltline Blvd A,,Columbia,SC,29204,USA,Active,34.016055,-80.98704289999999,2025-10-18T00:02:40.000Z,2025-10-18T00:02:40.000Z
Arctic Elevation- Roseville,arctic-elevation-roseville,(916) 232-4975,"1470 Eureka Rd, , Suite 150, Roseville, CA, 95661, USA","1470 Eureka Rd, ",Suite 150,Roseville,CA,95661,USA,Active,38.7519988,-121.2526617,2025-10-18T00:02:40.000Z,2025-10-18T00:02:40.000Z
Jordan Valley Dermatology,jordan-valley-dermatology,801-569-1456,"10654 So. River Heights Dr. , Ste 210, South Jordan, UT, 84095, USA",10654 So. River Heights Dr. ,Ste 210,South Jordan,UT,84095,USA,Active,40.5573305,-111.9730592,2025-10-18T00:02:41.000Z,2025-10-18T00:02:41.000Z
Skin & Sugar LLC,skin-sugar-llc,6149749187,"1750 W Lane Ave , Suite 106, Upper Arlington, OH, 43221, USA",1750 W Lane Ave ,Suite 106,Upper Arlington,OH,43221,USA,Active,40.0074932,-83.0568469,2025-10-18T00:02:41.000Z,2025-10-22T00:27:56.000Z
The Lip Bunny Beauty,the-lip-bunny-beauty,4018650795,"484 Highland Ave, Fall River, MA, 02720, USA",484 Highland Ave,,Fall River,MA,02720,USA,Active,41.7122688,-71.14568680000001,2025-10-18T00:02:41.000Z,2025-10-18T00:02:41.000Z
Belle Ame Wellness,belle-ame-wellness,407-915-3575,"712 W 25th St, Sanford, FL, 32771, USA",712 W 25th St,,Sanford,FL,32771,USA,Active,28.787037,-81.27479819999999,2025-10-18T00:02:42.000Z,2025-10-18T00:02:42.000Z
Eunoia Med Spa,eunoia-med-spa,303-349-5032,"5295 DTC Parkway, Greenwood Village, CO, 80111, USA",5295 DTC Parkway,,Greenwood Village,CO,80111,USA,Active,39.6209358,-104.8973711,2025-10-18T00:02:42.000Z,2025-10-18T00:02:42.000Z
Revive Aesthetics Chattanooga,revive-aesthetics-chattanooga,4239943194,"1605 Gunbarrel Rd, Chattanooga, TN, 37421, USA",1605 Gunbarrel Rd,,Chattanooga,TN,37421,USA,Active,35.0188996,-85.1621971,2025-10-18T00:02:42.000Z,2025-10-18T00:02:42.000Z
Timeless Skin & Wellness,timeless-skin-and-wellness,303.800.1821,"2795 N Speer Blvd. , #11, Denver, CO, 80211, USA",2795 N Speer Blvd. ,#11,Denver,CO,80211,USA,Active,39.7572985,-105.0185975,2025-10-18T00:02:43.000Z,2025-10-18T00:02:43.000Z
Best Ever Skin,best-ever-skin,6307160697,"235A Burlington Ave, Clarendon Hills, IL, 60514, USA",235A Burlington Ave,,Clarendon Hills,IL,60514,USA,Active,41.7967714,-87.9573521,2025-10-18T00:02:44.000Z,2025-10-18T00:02:44.000Z
Coastal 757 Aesthetics,coastal-757-aesthetics,(757) 481-4036,"1744 Sir William Osler Dr, Virginia Beach, VA, 23454, USA",1744 Sir William Osler Dr,,Virginia Beach,VA,23454,USA,Active,36.8649407,-76.0297631,2025-10-18T00:02:44.000Z,2025-10-18T00:02:44.000Z
ETHOS SPARTA LLC (Kate),ethos-sparta-llc-kate,973-917-9219,"1A Main Street , Suite 8, Sparta, NJ, 07871, USA",1A Main Street ,Suite 8,Sparta,NJ,07871,USA,Active,41.035843,-74.6355848,2025-10-18T00:02:44.000Z,2025-10-31T23:25:42.000Z
Infuze Aesthetics and Wellness,infuze-aesthetics-and-wellness,702-964-9500,"1590 W Horizon Ridge Pkwy , Ste #110, Henderson, NV, 89012, USA",1590 W Horizon Ridge Pkwy ,Ste #110,Henderson,NV,89012,USA,Active,36.0167771,-115.0564572,2025-10-18T00:02:45.000Z,2025-10-18T00:02:45.000Z
Khoobehi and Associates,khoobehi-and-associates,5047795538,"3901 Veterans Boulevard, Metairie, LA, 70002, USA",3901 Veterans Boulevard,,Metairie,LA,70002,USA,Active,30.0049702,-90.1727379,2025-10-18T00:02:45.000Z,2025-10-18T00:02:45.000Z
Love.Life,lovelife,310.424.7011,"740 S. Pacific Coast Highway, El Segundo, CA, 90245, USA",740 S. Pacific Coast Highway,,El Segundo,CA,90245,USA,Active,33.9061717,-118.3938261,2025-10-18T00:02:45.000Z,2025-10-18T00:02:45.000Z
SkinQ - Roscoe Village,skin-q,312-210-0340,"3519 N Lincoln Ave, Chicago, IL, 60657, USA",3519 N Lincoln Ave,,Chicago,IL,60657,USA,Active,41.9457743,-87.6726587,2025-10-18T00:02:46.000Z,2025-10-30T22:41:28.000Z
The Comstock,the-comstock,480-848-6688,"7300 N Vía Paseo Del Sur , #206, Scottsdale, AZ, 85258, USA",7300 N Vía Paseo Del Sur ,#206,Scottsdale,AZ,85258,USA,Active,33.5438105,-111.9067402,2025-10-18T00:02:46.000Z,2025-10-18T00:02:46.000Z
Mary Lee Cherry MD,mary-lee-cherry-md,9858093883,"1401 Ochsner Blvd, , Suite B, Covington, IL, 70433, USA","1401 Ochsner Blvd, ",Suite B,Covington,IL,70433,USA,Active,30.45362709999999,-90.1464191,2025-10-18T00:02:47.000Z,2025-10-18T00:02:47.000Z
