name,address_line_1,address_line_2,city,state,zip,location,customer_class,loyalty,grade,national_account,national_account_id,phone,website,latitude,longitude
Massage Envy - Midtown Miami,"3401 N. Miami Ave., Suite 107",,Miami,FL,33127,"3401 N. Miami Ave., Suite 107, Miami, FL 33127",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,25.807051,-80.194917
Massage Envy - Shops at Tamiami,Rina Cohen,14200 SW 8th St Ste 108,Miami,FL,33184,"Rina Cohen, Miami, FL 33184",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,25.760469,-80.425628
Skin Type Solutions,7257 NE 4th Ave,,Miami,FL,33138,"7257 NE 4th Ave, Miami, FL 33138",DOCTOR,NONE,A,,,,,25.84226,-80.189144
Skin Uncovered,8830 SW 129th Ter,,Miami,FL,33176,"8830 SW 129th Ter, Miami, FL 33176",WHOLESALE,NONE,D,,,,,25.649424,-80.336879
SkinSpirit Essential LLC - Miami,851 NE 1st Ave.,Ste 116,Miami,FL,33132,"851 NE 1st Ave., Miami, FL 33132",DOCTOR,NONE,E,SkinSpirit National Account,11038393,,,25.782453,-80.191836
Massage Envy - South Beach,767 17th Street,,Miami Beach,FL,33139,"767 17th Street, Miami Beach, FL 33139",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,25.792378,-80.136062
Massage Envy - Miami Lakes,15422 B&C NW 77th Ct,,Miami Lakes,FL,33016,"15422 B&C NW 77th Ct, Miami Lakes, FL 33016",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,25.91391,-80.32856
New Life Med Center,5801 NW 151th St #106,,Miami Lakes,FL,33014,"5801 NW 151th St #106, Miami Lakes, FL 33014",MEDICALSPA,NONE,U,,,(305) 640-8393,https://vivemedcenter.com/,25.911201,-80.295237
Massage Envy - Miramar,12304 Miramar Pkwy,,Miramar,FL,33025,"12304 Miramar Pkwy, Miramar, FL 33025",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,25.978149,-80.310212
Massage Envy - Mt. Dora,18660 US Hwy 441,Suite 101,Mount Dora,FL,32757,"18660 US Hwy 441, Mount Dora, FL 32757",MECLASS,NONE,E,Massage Envy Franchising,11041861,(689) 262-6266,,28.823862,-81.647579
Abby Gray Aesthetics,7935 Airport Rd. 2nd Floor,Suite # 209,Naples,FL,34109,"7935 Airport Rd. 2nd Floor, Naples, FL 34109",WHOLESALE,NONE,E,,,(603) 498-1947,www.abbygrayaesthetics.com,26.140399,-81.766636
Massage Envy - Naples - 09-0094,"6345 Naples Blvd, STE A3-4",,Naples,FL,34109,"6345 Naples Blvd, STE A3-4, Naples, FL 34109",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,26.219821,-81.773188
Restore Hyper Wellness-Naples Cryo Ventures-FL007,6340 Naples Blvd,Unit 7,Naples,FL,34109,"6340 Naples Blvd, Naples, FL 34109",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(239) 260-5684,https://restore.com,26.218974,-81.772422
Restore Hyper Wellness-North Naples Cryo Ventures-FL108,8850 Founders Square Dr,Ste 220,Naples,FL,34120,"8850 Founders Square Dr, Naples, FL 34120",DOCTOR,NONE,E,Restore Hyper Wellness - Parent Account,11061787,(239) 360-4616,https://restore.com,26.271383,-81.686324
Blissful Beauty Bar,4550 Hwy 20,Ste K,Niceville,FL,32578,"4550 Hwy 20, Niceville, FL 32578",MEDICALSPA,GOLD,B,,,,,30.486174,-86.417116
Massage Envy - North Miami,1815 NE 123rd Street,,North Miami,FL,33181,"1815 NE 123rd Street, North Miami, FL 33181",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,25.889925,-80.162081
Massage Envy - PGA,"11680 US 1, Suite 60",,North Palm Beach,FL,33408,"11680 US 1, Suite 60, North Palm Beach, FL 33408",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,26.845967,-80.058934
Massage Envy - Ocala,2701 SW College Road,Suite 601,Ocala,FL,34474,"2701 SW College Road, Ocala, FL 34474",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,29.166843,-82.170503
Massage Envy - Orange City,985 Harley Strickland Blvd,Ste 300,Orange City,FL,32763,"985 Harley Strickland Blvd, Orange City, FL 32763",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,28.918786,-81.28597
Bare Facial Studio,5205 S. Orange Avenue,Suite 101,Orlando,FL,32809,"5205 S. Orange Avenue, Orlando, FL 32809",MEDICALSPA,NONE,U,,,(407) 529-5035,,28.484986,-81.372041
Massage Envy - Downtown / Sodo - 40-0724,"45 W Crystal Lake St, STE 193",,Orlando,FL,32806,"45 W Crystal Lake St, STE 193, Orlando, FL 32806",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,28.515393,-81.378822
Massage Envy - Dr. Phillips,8081 Turkey Lake Rd,Suite 100,Orlando,FL,32819,"8081 Turkey Lake Rd, Orlando, FL 32819",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,28.447435,-81.47571
Massage Envy - Greenshire,10030 Greenshire Way,,Orlando,FL,32827,"10030 Greenshire Way, Orlando, FL 32827",MECLASS,NONE,U,,,,,28.420964,-81.27423
Massage Envy - Hunters Creek - 40-0744,"4101 Hunter's Park Lane, STE 404",,Orlando,FL,32837,"4101 Hunter's Park Lane, STE 404, Orlando, FL 32837",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,28.367851,-81.426997
Massage Envy - Lake Nona,13919 Narcoossee Rd,Ste 100,Orlando,FL,32832,"13919 Narcoossee Rd, Orlando, FL 32832",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,28.362749,-81.243802
Massage Envy - Lee Vista,6889 Eagle Watch Drive,Suite 225,Orlando,FL,32822,"6889 Eagle Watch Drive, Orlando, FL 32822",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,28.463381,-81.30706
Massage Envy - Waterford Lakes - 40-0328,833 N Alafaya Trl,,Orlando,FL,32828,"833 N Alafaya Trl, Orlando, Fl 32828",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,28.556827,-81.204157
Olivia The Skin Therapist,23 N Summerlin Ave,,Orlando,FL,32801,"23 N Summerlin Ave, Orlando, FL 32801",WHOLESALE,SILVER,D,,,(407) 757-8103,,28.543026,-81.368173
Optimum Mind and Body,7300 Sandlake Commoms Blvd,,Orlando,FL,32819,"7300 Sandlake Commoms Blvd , Orlando, FL 32819",WHOLESALE,NONE,E,,,,,28.430295,-81.479346
Restore Hyper Wellness - Nona (FL107),14381 Narcoossee Rd.,#100,Orlando,FL,32832,"14381 Narcoossee Rd., Orlando, FL 32832",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(407) 305-7666,,28.360744,-81.243011
Restore Hyper Wellness - Orlando (FL010),7541 W Sand Lake Rd,Ste B,Orlando,FL,32819,"7541 W Sand Lake Rd, Orlando, FL 32819",DOCTOR,NONE,C,Restore Hyper Wellness - Parent Account,11061787,(407) 203-0017,,28.45074,-81.485238
Sea Glass Med Spa,1726 S Bumby Ave,,Orlando,FL,32806,"1726 S Bumby Ave, Orlando, FL 32806",MEDICALSPA,NONE,E,,,,seaglassmedspa.com,28.522064,-81.351877
Massage Envy - Ormond Beach,332 N Nova Rd,,Ormond Beach,FL,32174,"332 N Nova Rd, Ormond Beach, FL 32174",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,29.285197,-81.084016
Omorfia Spa Services,355 W Granada Blvd,,Ormond Beach,FL,32174,"355 W Granada Blvd, Ormond Beach, FL 32174",MEDICALSPA,SILVER,B,,,,,29.282166,-81.067542
Massage Envy - Oviedo - 40-0833,75 Alafaya Woods Blvd,,Oviedo,FL,32765,"75 Alafaya Woods Blvd, Oviedo, Fl 32765",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,28.650979,-81.205156
Massage Envy - Palm Beach Gardens,3938 Northlake Blvd,,Palm Beach Gardens,FL,33403,"3938 Northlake Blvd, Palm Beach Gardens, FL 33403",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,26.806166,-80.096684
Massage Envy - Palm City,2927 SW High Meadows Ave,,Palm City,FL,34990,"2927 SW High Meadows Ave, Palm City, FL 34990",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,27.169572,-80.293539
Massage Envy - Palm Coast - 40-1316,250 Palm Coast Parkway NE. Ste. 210-211,,Palm Coast,FL,32137,"250 Palm Coast Parkway NE. Ste. 210-211, Palm Coast, FL 32137",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,29.557298,-81.21028
Massage Envy - Palm Harbor - 09-0031,34848 Us Highway 19n,,Palm Harbor,FL,34684,"34848 Us Highway 19n, Palm Harbor, Fl 34684",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,28.088761,-82.74082
Massage Envy - The Falls,13605 S Dixie HWY,,Palmetto Bay,FL,33156,"13605 S Dixie HWY, Palmetto Bay, FL 33156",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,25.642154,-80.333887
Massage Envy - Pier Park - 03-0342,"15801 LC Hilton Jr Drive, STE 120",,Panama City Beach,FL,32413,"15801 LC Hilton Jr Drive, STE 120, Panama City Beach, FL 32413",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,30.21793,-85.87435
Glam Perception,15940 Pines Blvd,,Pembroke Pines,FL,33027,"15940 Pines Blvd, Pembroke Pines, FL 33027",WHOLESALE,NONE,D,,,,,26.0074,-80.3601
Massage Envy - Pembroke Pines,14912 Pines Blvd. MM# 19994,,Pembroke Pines,FL,33027,"14912 Pines Blvd. MM# 19994, Pembroke Pines, FL 33027",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,26.006329,-80.347921
Priority Family Health,3 SW 129th Ave,Ste 101,Pembroke Pines,FL,33027,"3 SW 129th Ave, Pembroke Pines, FL 33027",DOCTOR,SILVER,C,,,703755,,26.005764,-80.319607
Restore Hyper Wellness - Pembroke Pines (FL087),14914 Pines Blvd.,,Pembroke Pines,FL,33027,"14914 Pines Blvd., Pembroke Pines, FL 33027",DOCTOR,NONE,E,Restore Hyper Wellness - Parent Account,11061787,(954) 857-2244,,26.006317,-80.34805
Skin Deep Soul,15800 Pines Blvd,Ste 320,Pembroke Pines,FL,33027,"15800 Pines Blvd, Pembroke Pines, FL 33027",WHOLESALE,NONE,D,,,,,26.006848,-80.356021
Massage Envy - Pensacola - 03-0688,6601 N Davis Hwy,Ste 37A,Pensacola,FL,32504,"6601 N Davis Hwy, Pensacola, FL 32504",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,30.49336,-87.225442
J Beauty Spa,12651 S Dixie Hwy,Suite 315,Pinecrest,FL,33156,"12651 S Dixie Hwy, Pinecrest, FL 33156",WHOLESALE,NONE,U,,,,,25.652133,-80.329119
Restore Hyper Wellness - Pinecrest (FL005),11723 S Dixie Hwy,,Pinecrest,FL,33156,"11723 S DIXIE HWY, Pinecrest, FL 33156",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(305) 395-5332,,25.66185,-80.325029
Massage Envy - Sawgrass / Plantation - 2,12101 West Sunrise Blvd,,Plantation,FL,33323,"12101 West Sunrise Blvd, Plantation, Fl 33323",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,26.147241,-80.309077
Massage Envy - Pompano Beach,1159 South Federal Highway,,Pompano Beach,FL,33062,"1159 South Federal Highway, Pompano Beach, FL 33062",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,26.216591,-80.108244
Massage Envy - Port Charlotte - 09-1300,1808 Tamiami Trail,,Port Charlotte,FL,33948,"1808 Tamiami Trail, Port Charlotte, FL 33948",MECLASS,NONE,A,Massage Envy Franchising,11041861,,,27.007832,-82.132049
Breeze Aesthetics,5763 Stewart Ave,,Port Orange,FL,32127,"5763 Stewart Ave, Port Orange, FL 32127",MEDICALSPA,NONE,U,,,,,29.109999,-81.019268
Massage Envy - Port Orange - 40-0520,5535 S Williamson Blvd,Ste 645,Port Orange,FL,32118,"5535 S Williamson Blvd, Port Orange, FL 32118",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,29.109972,-81.032442
Massage Envy - Port St. Lucie West,"1707 NW St. Lucie West Blvd., Ste. 146",,Port St. Lucie,FL,34986,"1707 NW St. Lucie West Blvd., Ste. 146, Port St. Lucie, FL 34986",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,27.31313,-80.404744
Massage Envy - Royal Palm Beach,"11021 Southern Blvd, STE 100",,Royal Palm Beach,FL,33411,"11021 Southern Blvd, STE 100, Royal Palm Beach, FL 33411",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,26.683388,-80.223516
Southlake Direct Primary Care,308 Kingsley Lake Dr,Ste 801,Saint Augustine,FL,32092,"308 Kingsley Lake Dr, Saint Augustine, FL 32092",DOCTOR,NONE,U,,,,,30.058115,-81.514096
Massage Envy - Lake Mary / Sanford - 40-,1465 Wp Ball Blvd,,Sanford,FL,32771,"1465 Wp Ball Blvd, Sanford, Fl 32771",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,28.799571,-81.335281
Massage Envy - Sarasota / Midtown - 09-0,1279 S Tamiami Trail,,Sarasota,FL,34239,"1279 S Tamiami Trail, Sarasota, Fl 34239",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,27.322475,-82.528601
Massage Envy - Sarasota North - 09-0640,2855 University Parkway,,Sarasota,FL,34243,"2855 University Parkway, Sarasota, Fl 34243",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,27.390646,-82.512305
Massage Envy - Sarasota South - 09-0639,4055 Clark Road,,Sarasota,FL,34233,"4055 Clark Road, Sarasota, FL 34233",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,27.270171,-82.487644
Sarasota Plastic Surgery Ctr.,2255 S Tamiami Trl,,Sarasota,FL,34239,"2255 S Tamiami Trl, Sarasota, FL 34239",DOCTOR,NONE,D,,,,,27.313327,-82.529533
SkinSpirit Essential LLC. - Sarasota,109 Links Ave,Ste I,Sarasota,FL,34236,"109 Links Ave, Sarasota, FL 34236",DOCTOR,NONE,U,SkinSpirit National Account,11038393,(941) 337-7200,,27.337802,-82.533204
Pinnacle Health & Weight Loss,5999 Central Ave,301,St Petersburg,FL,33710,"5999 Central Ave, St Petersburg, Fl 33710",MEDICALSPA,NONE,N,,,(727) 202-1104,,27.771342,-82.715782
Live Without Lines,206 Ashourian Ave,Ste 201-204,St. Augustine,FL,32092,"206 Ashourian Ave, St. Augustine, FL 32092",DOCTOR,NONE,D,,,,,30.058225,-81.526809
The Well,1520 Longleaf Pine Parkway,"Suite 12, Studio 134",St. John's,FL,32259,"1520 Longleaf Pine Parkway, St. John's, FL 32259",WHOLESALE,NONE,E,,,(336) 689-0992,,30.081415,-81.554501
Massage Envy - St. Petersburg 4th Street,5020 4th Street N.,,St. Petersburg,FL,33703,"5020 4th Street N., St. Petersburg, Fl 33703",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,27.818208,-82.639186
Massage Envy - St. Petersburg 66th St -,1422 66th Street,,St. Petersburg,FL,33710,"1422 66th Street, St. Petersburg, FL 33710",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,27.785439,-82.729366
Restore Hyper Wellness - Seminole (FL080),7855 113th St,,St. Seminole,FL,33772,"7855 113th St, St. Seminole, FL 33772",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(813) 433-1349,,27.842671,-82.795227
Massage Envy - Stuart,1503 NW Federal Hwy,,Stuart,FL,34994,"1503 NW Federal Hwy, Stuart, FL 34994",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,27.223743,-80.26362
Massage Envy - Sun City,3726 Sun City Center Blvd,Suite 102,Sun City Center,FL,33573,"3726 Sun City Center Blvd, Sun City Center, FL 33573",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,27.713339,-82.376082
Massage Envy - Kerry Forest - 01-0374,2887 Kerry Forest Pkwy,,Tallahassee,FL,32309,"2887 Kerry Forest Pkwy, Tallahassee, FL 32309",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,30.542286,-84.229814
About Face,13145  N Dale Mabry Hwy,#D - Studio 7,Tampa,FL,33613,"13145  N Dale Mabry Hwy, Tampa, FL 33613",WHOLESALE,NONE,U,,,,,28.066459,-82.502023
Advanced Aesthetics A2,10205 Wilsky Blvd,,Tampa,FL,33625,"10205 Wilsky Blvd, Tampa, FL 33625",MEDICALSPA,NONE,N,,,,,28.042223,-82.56584
Biodesign Wellness Medspa,"3200 Henderson Blvd, Floor 1",,Tampa,FL,33609,"3200 Henderson Blvd, Floor 1, Tampa, FL 33609",MEDICALSPA,NONE,D,,,(813) 445-7770,https://biodesignwellness.com/,27.944186,-82.495567
Massage Envy - Carrollwood,10905 N Dale Mabry Hwy,,Tampa,FL,33618,"10905 N Dale Mabry Hwy, Tampa, FL 33618",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,28.047889,-82.503848
Massage Envy - Citrus Park - 09-0198,8618 Citrus Park Drive,,Tampa,FL,33625,"8618 Citrus Park Drive, Tampa, FL 33625",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,28.064847,-82.580812
Massage Envy - Downtown Tampa - 09-1257,1120 E Kennedy Blvd STE 152,,Tampa,FL,33602,"1120 E Kennedy Blvd STE 152, Tampa, FL 33602",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,27.951152,-82.44794
Massage Envy - South Tampa - 09-0024,"3830 W. Neptune St., Ste C-2",,Tampa,FL,33629,"3830 W. Neptune St., Ste C-2, Tampa, FL 33629",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,27.929523,-82.507296
Restore Hyper Wellness - Carrollwood FL009,13158 N. Dale Mabry Hwy,,Tampa,FL,33618,"13158 N. Dale Mabry Hwy, Tampa, FL 33618",DOCTOR,NONE,None,Restore Hyper Wellness - Parent Account,11061787,(813) 252-5464,https://www.restore.com/locations/fl-tampa-carrollwood-fl009,28.06633,-82.507256
Restore Hyper Wellness - Westchase FL012,10718 Countryway Blvd,,Tampa,FL,33626,"10718 Countryway Blvd, Tampa, FL 33626",DOCTOR,NONE,None,Restore Hyper Wellness - Parent Account,11061787,(813) 510-3104,https://www.restore.com/locations/fl-tampa-westchase-fl012,28.05722,-82.623776
Tampa Bay Plastic Surgery,120 S Fremont Ave,,Tampa,FL,33606,"120 S Fremont Ave, Tampa, FL 33606",DOCTOR,NONE,U,,,,,27.943464,-82.478603
Zee Aesthetics,3641 W Kennedy Blvd,Ste C,Tampa,FL,33609,"3641 W Kennedy Blvd, Tampa, FL 33609",MEDICALSPA,NONE,E,,,(813) 825-4072,https://dailyvitaminzee.com/,27.944949,-82.503454
Massage Envy - The Villages - 40-0969,1004 Bichara Blvd,,The Villages,FL,32159,"1004 Bichara Blvd, The Villages, Fl 32159",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,28.937338,-81.945874
Massage Envy - Titusville,2530 S Washington Ave,Ste 110,Titusville,FL,32780,"2530 S Washington Ave, Titusville, FL 32780",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,28.585633,-80.802764
Modern Image Aesthetics & Wellness,8480 Cooper Creek Blvd,#102,University Park,FL,34201,"8480 Cooper Creek Blvd, University Park, FL 34201",MEDICALSPA,SILVER,C,,,,,27.392239,-82.454246
Restore Hyper Wellness-University Town Center-FL060,5265 University Pkwy,#107,University Park,FL,34201,"5265 University Pkwy, University Park, FL 34201",DOCTOR,NONE,D,Restore Hyper Wellness - Parent Account,11061787,(941) 359-0022,https://restore.com,27.390072,-82.464381
Massage Envy - Venice,1695 US 41 Bypass S,Unit 8,Venice,FL,34293,"1695 US 41 Bypass S, Venice, FL 34293",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,27.073762,-82.424193
Massage Envy - Vero Beach,5820 20th St,,Vero Beach,FL,32966,"5820 20th St, Vero Beach, FL 32966",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,27.640675,-80.448428
Massage Envy - Wellington,2615 State Rd 7,,Wellington,FL,33414,"2615 State Rd 7, Wellington, FL 33414",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,26.641766,-80.206126
Massage Envy - Wesley Chapel - 09-0508,1821 Bruce B. Downs Blvd,Ste 124,Wesley Chapel,FL,33544,"1821 Bruce B. Downs Blvd, Wesley Chapel, Fl 33544",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,28.183445,-82.354506
Neuvo Medical Spa,2653 Bruce B. Downs Blvd,Unit 119,Wesley Chapel,FL,33544,"2653 Bruce B. Downs Blvd, Wesley Chapel, FL 33544",DOCTOR,NONE,U,,,(813) 295-1777,https://www.theneuvospa.com/,28.195017,-82.354213
Massage Envy - West Melbourne - 40-1044,4311 Norfolk Parkway,,West Melbourne,FL,32904,"4311 Norfolk Parkway, West Melbourne, FL 32904",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,28.037761,-80.661037
Massage Envy - West Palm Beach,851 Village Blvd,Ste. 503,West Palm Beach,FL,33409,"851 Village Blvd, West Palm Beach, FL 33409",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,26.714529,-80.102136
Restore Hyper Wellness - West Palm Beach (FL008),2795 S. Dixie Hwy.,,West Palm Beach,FL,33405,"2795 S. Dixie Hwy., West Palm Beach, FL 33405",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(561) 858-8855,,26.688392,-80.055413
Massage Envy - Weston,1374 Weston Road,,Weston,FL,33326,"1374 Weston Road, Weston, FL 33326",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,26.10346,-80.363505
Massage Envy - Winter Garden - 40-0506,"3025 Daniels Parkway, STE 104",,Winter Garden,FL,34787,"3025 Daniels Parkway, STE 104, Winter Garden, FL 34787",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,28.524826,-81.584256
Massage Envy - Winter Park - 40-0499,1919 Aloma Ave,,Winter Park,FL,32792,"1919 Aloma Ave, Winter Park, Fl 32792",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,28.601422,-81.326786
Massage Envy - Acworth - 11-0881,3384 Cobb Parkway Ste 110/120,,Acworth,GA,30101,"3384 Cobb Parkway Ste 110/120, Acworth, Ga 30101",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,34.036836,-84.684947
Pearl's Spa,4827 S Main St,,Acworth,GA,30101,"4827 S Main St, Acworth, GA 30101",WHOLESALE,SILVER,B,,,(770) 966-9099,https://www.pearlsspa.org/,34.065798,-84.677557
Restore Hyper Wellness - Avalon (GA002),7155 Avalon Blvd,,Alpha,GA,30009,"7155 Avalon Blvd, Alpha, GA 30009",DOCTOR,NONE,None,Restore Hyper Wellness - Parent Account,11061787,(470) 361-2055,,34.070867,-84.274458
Beaty Facial Plastic Surgery,2365 Old Milton Pkwy,400,Alpharetta,GA,30009,"2365 Old Milton Pkwy, Alpharetta, GA 30009",DOCTOR,NONE,E,,,(770) 273-0035,https://beatymd.com/,34.070057,-84.290625
First Body Wellness Center,100 N Main St,Ste 330,Alpharetta,GA,30009,"100 N Main St, Alpharetta, GA 30009",DOCTOR,NONE,U,,,(770) 769-2649,https://firstbodywellnesscenter.com/,34.078287,-84.294837
Massage Envy - Alpharetta - 11-0045,"5530 Windward Pkwy., Bldg G, Ste 1050",,Alpharetta,GA,30004,"5530 Windward Pkwy., Bldg G, Ste 1050, Alpharetta, GA 30004",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,34.088716,-84.26771
Massage Envy - Athens,1850 Epps Bridge Pkwy,Suite 325,Athens,GA,30606,"1850 Epps Bridge Pkwy, Athens, GA 30606",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,33.915604,-83.443679
Elana Advanced Skin Care,110 E Andrews Dr NW,Ste 306,Atlanta,GA,30305,"110 E Andrews Dr NW, Atlanta, GA 30305",WHOLESALE,NONE,E,,,,,33.842929,-84.382785
Massage Envy - Buckhead - 11-0030,3495 Buckhead Loop,,Atlanta,GA,30326,"3495 Buckhead Loop, Atlanta, GA 30326",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,33.84957,-84.370209
Massage Envy - Camp Creek - 11-0504,"3755 Carmia Drive, STE 410",,Atlanta,GA,30331,"3755 Carmia Drive, STE 410, Atlanta, GA 30331",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,33.655864,-84.5083
Massage Envy - Dunwoody / Sandy Springs,4530 Olde Perimeter Way,Suite 110,Atlanta,GA,30346,"4530 Olde Perimeter Way, Atlanta, GA 30346",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,33.933635,-84.348995
Massage Envy - Midtown - 11-0632,650 Ponce De Leon Ave Suite 600a,,Atlanta,GA,30308,"650 Ponce De Leon Ave Suite 600a, Atlanta, Ga 30308",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,33.775607,-84.366252
